k,c,z
3.06434,1.19114,1.04138
3.02775,1.18111,1.03709
3.24373,1.30399,1.30846
3.57707,1.42335,1.46367
4.02418,1.56871,1.62159
4.39653,1.64579,1.58966
4.68828,1.70187,1.55636
4.82884,1.70104,1.44907
4.99914,1.75224,1.50381
4.69919,1.55934,1.08498
4.47994,1.53003,1.13157
4.19333,1.4391,1.03074
3.96003,1.39181,1.03347
3.75889,1.34596,1.02432
3.65935,1.34456,1.092
3.42293,1.2436,0.933712
3.12833,1.14302,0.827124
3.12646,1.21823,1.08575
3.19185,1.25358,1.15934
3.12802,1.20339,1.02963
3.01901,1.16024,0.969283
3.05748,1.20826,1.11188
2.93252,1.13057,0.938024
2.77817,1.07651,0.8806
2.75356,1.1027,0.997849
2.99143,1.23598,1.29126
3.23949,1.30898,1.33637
3.26367,1.26315,1.13035
3.15116,1.19786,0.990279
3.01919,1.15438,0.948558
2.94564,1.14766,0.987931
2.75465,1.05939,0.841877
2.44407,0.92555,0.65825
2.16234,0.843915,0.61613
2.01581,0.839103,0.723346
1.92301,0.822274,0.755313
1.9175,0.844997,0.849229
1.84454,0.800122,0.754223
1.79141,0.789237,0.766431
1.91012,0.874902,0.984386
2.01144,0.902974,0.982917
2.21762,0.994006,1.13374
2.38243,1.03561,1.11931
2.45182,1.03408,1.03413
2.30078,0.927884,0.780397
2.11247,0.855507,0.697728
1.91571,0.786605,0.638364
1.7441,0.73666,0.621939
1.66879,0.743072,0.716819
1.62306,0.73422,0.733998
1.75591,0.82818,0.970626
1.78411,0.808893,0.853134
1.77921,0.798279,0.815671
2.01998,0.939448,1.13796
2.39731,1.0884,1.34432
2.99568,1.31405,1.65223
3.55474,1.46013,1.66864
3.68585,1.40073,1.27899
4.03538,1.55236,1.53946
4.62781,1.75793,1.81884
5.18288,1.87748,1.82061
5.2223,1.76134,1.39054
4.73841,1.52166,0.96589
4.30737,1.43027,0.943257
4.06197,1.41566,1.04135
3.88437,1.3859,1.06536
3.69251,1.3302,1.0201
3.25934,1.14208,0.739937
3.00198,1.11618,0.83165
2.83717,1.09165,0.882517
2.85312,1.14255,1.05468
2.75083,1.08199,0.923769
2.79081,1.1299,1.06663
2.59568,1.00914,0.803911
2.66408,1.09859,1.07159
2.837,1.17538,1.20352
3.02085,1.23167,1.24289
3.14221,1.25207,1.20221
3.13087,1.21711,1.07755
3.10042,1.2038,1.0556
3.10653,1.21461,1.09031
3.12656,1.22378,1.10646
3.06925,1.18801,1.02535
3.02779,1.17991,1.03263
2.89596,1.11789,0.924872
2.77165,1.08252,0.907224
2.68936,1.06855,0.930538
2.87639,1.19034,1.22366
3.10869,1.26823,1.30277
2.90008,1.09907,0.854033
3.06224,1.2389,1.22894
3.28043,1.31429,1.3148
3.59462,1.42382,1.44796
3.96961,1.53806,1.54903
3.94785,1.43734,1.18893
3.68853,1.31139,0.962211
3.57781,1.31925,1.06843
3.69924,1.4094,1.29059
3.79799,1.42969,1.28193
4.1464,1.5816,1.5527
4.44833,1.64453,1.53798
4.50824,1.60215,1.33984
4.61362,1.64331,1.40394
4.69464,1.65653,1.39194
4.72614,1.65226,1.35668
4.75418,1.65884,1.35982
4.76274,1.65604,1.3452
4.58676,1.56605,1.17341
4.17772,1.40244,0.933931
4.03875,1.4368,1.12274
3.91966,1.41003,1.11863
4.03117,1.49645,1.33129
4.44158,1.67249,1.64355
4.76555,1.72722,1.58943
5.13609,1.83063,1.67746
5.38477,1.85681,1.59743
5.55877,1.88074,1.56681
5.28721,1.70436,1.19071
5.15613,1.71684,1.30207
5.40028,1.86853,1.62441
6.08573,2.12687,2.04242
6.26079,2.01462,1.58728
5.92515,1.82715,1.23698
5.83444,1.88081,1.42923
5.83417,1.90162,1.48369
5.65541,1.81375,1.32147
4.98935,1.53203,0.889889
4.39675,1.40847,0.843792
4.01263,1.36583,0.923414
3.5243,1.20292,0.751637
3.09148,1.09294,0.701235
2.6767,0.969604,0.620309
2.45402,0.958843,0.746926
2.25605,0.900763,0.724086
2.23015,0.940844,0.894801
2.25857,0.96345,0.955123
2.29864,0.979012,0.974881
2.18902,0.903592,0.796833
2.07887,0.868154,0.772082
2.02993,0.869807,0.826723
2.1353,0.94379,1.01243
2.08768,0.888166,0.838831
2.10623,0.912432,0.914228
2.40303,1.07242,1.26003
2.62861,1.1246,1.22248
2.66623,1.09172,1.04179
2.5832,1.03582,0.908638
2.40278,0.952331,0.774839
2.31114,0.948782,0.843979
2.22317,0.921272,0.827818
2.09472,0.867651,0.755875
2.02021,0.859545,0.797371
1.88572,0.795203,0.696541
1.71506,0.723758,0.60922
1.546,0.66515,0.564511
1.44947,0.660581,0.63601
1.40634,0.660518,0.684305
1.36704,0.645744,0.672721
1.4606,0.719619,0.865066
1.62834,0.794233,0.981751
1.75786,0.827308,0.962952
1.77908,0.805244,0.844024
1.74751,0.779682,0.777398
1.64753,0.723179,0.671055
1.65496,0.761834,0.807328
1.82049,0.857214,1.01836
1.83532,0.822279,0.849735
1.8331,0.817186,0.831467
1.82098,0.810432,0.817857
1.89903,0.8608,0.93612
1.99947,0.898912,0.979737
2.01438,0.881419,0.889792
2.0144,0.877558,0.87421
2.06905,0.909757,0.944741
2.00184,0.854311,0.79799
1.89719,0.808809,0.73324
1.78754,0.770566,0.701251
1.7188,0.760524,0.732488
1.61011,0.707672,0.651801
1.54715,0.703672,0.697192
1.71379,0.822852,1.00215
1.96267,0.92304,1.13568
2.25425,1.02502,1.23124
2.31318,0.988446,0.998131
2.42959,1.03868,1.07767
2.50561,1.05228,1.05062
2.71397,1.1469,1.21873
3.0702,1.28499,1.41802
3.35335,1.34792,1.38366
3.48677,1.3514,1.26391
3.46993,1.31182,1.12891
3.32753,1.24086,0.996131
3.1666,1.18995,0.950737
2.87671,1.0689,0.778429
2.59878,0.986784,0.726786
2.49521,1.00362,0.871037
2.28938,0.907977,0.722737
2.15933,0.889571,0.771525
2.1458,0.916958,0.88949
2.15502,0.925524,0.91404
2.07902,0.877398,0.806921
2.09857,0.910337,0.914111
2.26061,0.997039,1.09481
2.48987,1.08373,1.20371
2.73288,1.16015,1.25631
3.0809,1.28602,1.41116
3.24467,1.28994,1.25524
3.36833,1.31704,1.23965
3.35806,1.28213,1.11664
3.4519,1.33414,1.22718
3.36305,1.26421,1.04795
3.10905,1.14846,0.858189
3.13171,1.22581,1.10947
3.02762,1.16401,0.975104
3.29787,1.33193,1.36791
3.57178,1.40769,1.40609
3.61052,1.36298,1.19676
3.63669,1.36887,1.19516
3.63909,1.36376,1.17475
3.4033,1.23814,0.929538
3.22554,1.2026,0.946938
3.17043,1.21796,1.04572
3.10923,1.19872,1.02926
2.88479,1.08973,0.838542
2.73875,1.06688,0.880108
2.77002,1.12151,1.05446
2.88334,1.1751,1.15326
2.75327,1.0755,0.897992
2.82731,1.14903,1.10578
2.72567,1.07455,0.919342
2.53701,0.992598,0.797138
2.34953,0.93379,0.756167
2.38758,1.00646,0.990924
2.3891,0.997542,0.953357
2.36366,0.982591,0.921007
2.30704,0.95646,0.877668
2.18667,0.900004,0.785653
2.09075,0.876325,0.790209
2.08207,0.897636,0.880864
1.93253,0.805195,0.690007
1.83592,0.792249,0.730825
1.69502,0.726658,0.63747
1.6928,0.772401,0.806739
1.69577,0.77267,0.805978
1.79914,0.834612,0.94406
1.9106,0.872864,0.973978
1.96473,0.875662,0.921885
1.91756,0.832121,0.800048
1.89467,0.832241,0.823712
1.91358,0.849909,0.873739
1.88497,0.826845,0.813573
1.84552,0.810911,0.793285
1.7222,0.74127,0.663566
1.68741,0.760788,0.766296
1.54727,0.668563,0.584781
1.47866,0.679771,0.677545
1.40047,0.643696,0.631045
1.30458,0.601543,0.578352
1.3283,0.655873,0.754826
1.41399,0.700371,0.839956
1.59792,0.788236,0.995115
1.77484,0.844844,1.02035
1.8641,0.851912,0.939574
2.03871,0.929807,1.06795
2.38594,1.07841,1.31053
3.05176,1.34495,1.72826
3.73307,1.53331,1.80421
4.26939,1.64371,1.71294
4.67471,1.72137,1.64438
4.97553,1.77327,1.5947
5.2965,1.85665,1.6544
5.08721,1.6721,1.1978
4.65439,1.51654,0.998981
4.17137,1.38089,0.880896
3.77003,1.29591,0.866014
3.47154,1.24083,0.890888
3.43462,1.29761,1.10752
3.52959,1.35614,1.24048
3.48252,1.30805,1.10484
3.42019,1.28726,1.08272
3.2972,1.23722,1.00796
3.34125,1.29116,1.1647
3.56397,1.39553,1.36129
4.19095,1.65535,1.8116
4.7801,1.78644,1.81186
5.03964,1.77274,1.5507
4.77657,1.58681,1.12087
4.40734,1.47221,1.0052
4.17379,1.44804,1.07003
3.8075,1.31567,0.900848
3.64035,1.32215,1.03118
3.66061,1.3745,1.19548
3.64864,1.36288,1.16377
3.93557,1.5121,1.47189
3.97296,1.45961,1.24772
3.98498,1.45929,1.2365
3.86647,1.39542,1.10791
3.89485,1.43996,1.23911
3.81043,1.38883,1.12718
3.5914,1.29524,0.978853
3.25067,1.16602,0.813434
3.04733,1.14397,0.889279
2.85747,1.09098,0.863983
2.8545,1.13827,1.03693
2.90614,1.16705,1.09813
3.03686,1.22425,1.19513
2.95818,1.14997,0.984849
2.95724,1.16926,1.05757
3.05175,1.22006,1.1634
3.29393,1.32401,1.3401
3.38827,1.31508,1.21424
3.38254,1.29026,1.12519
3.41398,1.30847,1.16475
3.84084,1.51841,1.58768
4.46937,1.72389,1.8328
4.90448,1.78082,1.68484
5.20289,1.82602,1.61606
5.39718,1.84814,1.56091
5.4372,1.81989,1.44898
5.3395,1.76457,1.3394
5.16644,1.70667,1.26496
4.80671,1.57281,1.07445
4.53449,1.52996,1.10022
4.19035,1.42326,0.986656
3.93276,1.37824,1.00938
3.78532,1.36687,1.07331
3.47556,1.23896,0.883099
3.22264,1.18192,0.881191
2.89332,1.06268,0.747136
2.73458,1.06241,0.867025
2.60185,1.02843,0.864643
2.47328,0.989532,0.841533
2.51889,1.04886,1.02275
2.58169,1.07234,1.05126
2.40555,0.954361,0.779599
2.39769,0.998022,0.946273
2.43048,1.01838,0.99304
2.21532,0.879668,0.693828
2.14513,0.902033,0.831353
2.1312,0.911903,0.885174
2.34557,1.0358,1.16448
2.45543,1.04501,1.07594
2.60245,1.09889,1.13891
2.66099,1.09534,1.0614
2.58134,1.03614,0.911538
2.57155,1.05117,0.977765
2.43859,0.977164,0.829503
2.34495,0.95872,0.848791
2.52,1.08028,1.15335
2.41837,0.979684,0.856415
2.57563,1.09308,1.1447
2.5696,1.05153,0.981123
2.57379,1.05537,0.991903
2.58379,1.0599,0.999516
2.67827,1.10934,1.09981
2.63013,1.05932,0.951718
2.48829,0.990391,0.831661
2.33022,0.935899,0.780799
2.12642,0.855179,0.684935
1.90017,0.770432,0.600536
1.73604,0.73808,0.631731
1.70074,0.765758,0.77075
1.74923,0.803797,0.872031
1.88132,0.86863,0.991704
2.06412,0.939887,1.08138
2.31735,1.03603,1.20049
2.59765,1.12789,1.2733
2.84491,1.19411,1.27749
3.23415,1.33922,1.47207
3.39147,1.32919,1.26938
3.38881,1.2925,1.12802
3.21318,1.19956,0.946061
3.24932,1.26305,1.14216
3.22039,1.23871,1.07763
2.96595,1.10589,0.82853
2.62629,0.975946,0.67624
2.49226,0.994814,0.84089
2.29666,0.913778,0.735108
2.2439,0.938077,0.869813
2.10946,0.870387,0.752502
2.09256,0.899032,0.875017
2.03887,0.870736,0.821931
2.08093,0.910461,0.934279
2.18664,0.960088,1.02179
2.16006,0.917459,0.877064
2.11354,0.897154,0.846417
2.31827,1.02504,1.14997
2.40568,1.02421,1.04403
2.34297,0.966177,0.879032
2.5101,1.07545,1.14355
2.78514,1.18324,1.29647
3.12917,1.29879,1.41352
3.55037,1.43415,1.54125
3.77725,1.45047,1.38483
3.55593,1.28386,0.963756
3.37578,1.24495,0.972998
3.63986,1.42657,1.41111
4.00226,1.5446,1.54294
4.15642,1.53444,1.37125
3.98975,1.41508,1.08365
3.82947,1.37548,1.06986
3.8625,1.43249,1.23839
3.92642,1.45635,1.27226
3.87154,1.41237,1.16116
3.85417,1.41762,1.19281
3.80893,1.39839,1.16119
3.62042,1.31106,1.00896
3.64974,1.37373,1.2017
3.42848,1.249,0.946003
3.24909,1.20897,0.950028
3.05398,1.14807,0.898788
2.79587,1.05335,0.789207
2.62805,1.02723,0.836678
2.55637,1.03065,0.914321
2.45657,0.992017,0.866117
2.50668,1.04623,1.02494
2.49945,1.0296,0.966297
2.47171,1.01575,0.940471
2.63301,1.11153,1.15839
2.90049,1.21569,1.30627
2.64715,1.00987,0.760346
2.36855,0.912266,0.670974
2.16072,0.86749,0.692269
1.95677,0.798687,0.642108
1.86358,0.803564,0.74375
1.92568,0.865701,0.925647
1.95586,0.86646,0.893998
1.92819,0.841431,0.824463
1.89819,0.831202,0.816084
1.89854,0.839907,0.850011
1.86292,0.817576,0.800925
1.80203,0.789865,0.758553
1.83616,0.828885,0.87527
1.81306,0.804256,0.802573
1.77979,0.790611,0.78464
1.95591,0.903691,1.05603
2.04827,0.912597,0.98065
2.04127,0.884248,0.871989
2.05867,0.896676,0.90265
2.09122,0.911107,0.925412
1.95248,0.8154,0.706901
1.77047,0.739323,0.611836
1.79006,0.811096,0.854481
1.87059,0.852008,0.932344
2.00324,0.908184,1.0156
2.27062,1.02474,1.2077
2.8112,1.24854,1.571
2.97437,1.20994,1.21132
3.06255,1.22132,1.15841
3.10782,1.22434,1.12623
3.22877,1.27732,1.21663
3.60017,1.43922,1.50404
3.71953,1.4105,1.2812
3.92211,1.48784,1.39216
4.20844,1.58199,1.50174
4.28307,1.54912,1.32287
4.45421,1.61923,1.43763
4.7059,1.70027,1.53412
4.3525,1.45887,0.985419
4.06654,1.40632,1.01051
3.85971,1.37179,1.03739
3.60624,1.29046,0.953937
3.40646,1.24855,0.961887
3.28813,1.23584,1.01061
3.25459,1.24752,1.08003
3.06438,1.15244,0.905058
2.99034,1.1607,0.995665
3.18647,1.28297,1.28099
3.17278,1.22831,1.08158
3.14188,1.2157,1.0625
2.98084,1.13548,0.914857
3.2178,1.30131,1.32435
3.62322,1.45217,1.53732
3.64991,1.36906,1.18682
3.66383,1.3734,1.18893
3.45412,1.25924,0.960706
3.25961,1.20805,0.938958
2.89865,1.0547,0.721106
2.5895,0.975024,0.695565
2.47341,0.993646,0.854421
2.62339,1.10585,1.14546
2.93093,1.23374,1.35047
3.45499,1.43076,1.63054
3.58084,1.37168,1.26153
3.64892,1.38193,1.2328
3.71152,1.39796,1.23828
3.48959,1.26589,0.955879
3.25006,1.19342,0.898431
3.03828,1.13902,0.880733
2.77064,1.04291,0.775042
2.66969,1.05784,0.908664
2.59017,1.03892,0.913455
2.58895,1.05865,0.989485
2.59425,1.06191,0.996885
2.55709,1.03971,0.948074
2.57577,1.05961,1.00655
2.48975,1.00604,0.886559
2.40037,0.977224,0.864617
2.33679,0.964151,0.877162
2.26798,0.940814,0.857071
2.16274,0.896691,0.796051
2.04831,0.856754,0.760189
2.15681,0.951449,1.02063
2.38571,1.05166,1.18613
2.63354,1.13145,1.24574
2.9888,1.26083,1.40565
3.12972,1.25181,1.21638
3.09333,1.20003,1.04789
2.99529,1.15608,0.974779
2.96145,1.16233,1.02765
2.94007,1.15913,1.03536
3.0327,1.21407,1.1585
3.01089,1.17973,1.04722
2.91005,1.13013,0.956064
2.81499,1.10321,0.943117
2.68961,1.05728,0.889717
2.67857,1.08347,0.996859
2.56098,1.01972,0.870646
2.36689,0.936897,0.753134
2.21242,0.899433,0.758069
2.18277,0.9246,0.880583
2.23124,0.95993,0.970625
2.21594,0.93843,0.900776
2.12884,0.890607,0.806811
2.01069,0.842932,0.746725
2.0239,0.884841,0.892803
2.17583,0.967944,1.06895
2.4088,1.0597,1.19425
2.35278,0.971391,0.888504
2.33758,0.977126,0.926267
2.2334,0.919688,0.812835
2.15769,0.903693,0.826297
2.14496,0.916675,0.889431
2.27933,0.996266,1.06929
2.36502,1.01117,1.0345
2.23341,0.911678,0.784486
2.11319,0.876641,0.769796
2.03543,0.863491,0.797067
2.12467,0.936456,0.993585
2.14347,0.924213,0.921313
2.22962,0.968837,1.00947
2.4405,1.06439,1.17655
2.54916,1.07344,1.09134
2.8012,1.18294,1.27599
2.84501,1.1466,1.07911
2.92493,1.17938,1.12822
2.86095,1.12492,0.980739
2.79723,1.10593,0.969119
2.67676,1.05464,0.89177
2.52201,0.997503,0.826508
2.45368,0.999705,0.896854
2.34785,0.956053,0.836804
2.36667,0.995047,0.966888
2.58614,1.11088,1.20929
2.71451,1.12807,1.13932
2.80833,1.14807,1.12156
2.69554,1.06248,0.902759
2.6564,1.06963,0.9655
2.74582,1.12844,1.10664
2.75121,1.10949,1.02618
2.70567,1.08295,0.96886
2.74441,1.11571,1.05716
2.71796,1.09151,0.989475
2.81919,1.1532,1.13077
2.84582,1.14298,1.06351
2.6486,1.02503,0.81346
2.47533,0.977942,0.798555
2.33333,0.941724,0.797893
2.33924,0.983245,0.948625
2.24691,0.927352,0.827962
2.15084,0.89562,0.803246
2.14577,0.91905,0.897943
2.34527,1.03226,1.14885
2.53361,1.08754,1.16914
2.65649,1.10941,1.12409
2.63526,1.06774,0.978777
2.6946,1.10575,1.06825
2.85353,1.17702,1.19254
3.12588,1.2825,1.34417
3.26774,1.2921,1.23952
3.49454,1.37664,1.35401
3.52842,1.33969,1.18122
3.76519,1.45414,1.40268
3.65617,1.33953,1.07541
3.71342,1.39789,1.23605
3.70949,1.38127,1.17975
3.56339,1.30604,1.03431
3.40356,1.25804,0.99551
3.29159,1.23845,1.01687
3.08558,1.15446,0.895453
2.92872,1.12111,0.90826
2.85216,1.1191,0.967438
2.7868,1.10238,0.96557
2.8036,1.12805,1.04674
2.66935,1.04869,0.877185
2.68899,1.09426,1.02851
2.87711,1.19085,1.22488
3.14722,1.28797,1.34486
3.10803,1.2031,1.04606
2.92435,1.11266,0.883291
2.67784,1.02022,0.773925
2.75267,1.12671,1.09332
2.51234,0.969672,0.742091
2.47566,1.01493,0.932952
2.40807,0.985425,0.887848
2.38239,0.988477,0.924746
2.37303,0.989738,0.939235
2.53112,1.0798,1.13789
2.79118,1.18167,1.28241
2.97129,1.21589,1.23099
2.94391,1.15855,1.02954
2.87166,1.12603,0.975272
2.83781,1.12565,1.00491
2.63408,1.01863,0.804208
2.41172,0.943412,0.73625
2.33272,0.959229,0.861706
2.24537,0.928513,0.833229
2.20199,0.926743,0.869443
2.15735,0.911897,0.858121
2.14285,0.915408,0.886764
2.27019,0.991701,1.06029
2.46509,1.06821,1.16424
2.78896,1.19525,1.3461
3.03487,1.249,1.30386
3.23092,1.29451,1.28554
3.23119,1.24842,1.10412
3.16028,1.21103,1.02943
3.3174,1.3113,1.26457
3.24102,1.23249,1.03702
2.98781,1.11274,0.834261
2.71982,1.02727,0.763374
2.37959,0.894717,0.613193
2.19027,0.883929,0.720046
2.17711,0.927311,0.897193
2.1976,0.942059,0.934579
2.19506,0.935165,0.909789
2.17926,0.926626,0.892732
2.14524,0.910805,0.866434
2.1511,0.923433,0.909863
2.32769,1.02143,1.12188
2.31605,0.971291,0.925585
2.40257,1.02304,1.04232
2.72519,1.1762,1.33553
2.89889,1.19282,1.21307
3.25918,1.34049,1.44789
3.38913,1.3225,1.24438
3.41501,1.30692,1.15837
3.32963,1.25581,1.04614
2.99956,1.09461,0.769912
2.98201,1.17217,1.04549
3.04119,1.20852,1.12843
3.1328,1.24275,1.17375
2.87508,1.07781,0.806095
2.58976,0.981439,0.71781
2.48375,0.999444,0.866327
2.32047,0.931027,0.773081
2.23096,0.923757,0.82875
2.11205,0.876241,0.770147
2.07582,0.888293,0.850535
2.04797,0.881062,0.852061
1.99037,0.853728,0.806769
1.99238,0.87127,0.872763
2.0462,0.902174,0.939178
1.95152,0.829165,0.755564
1.84695,0.792307,0.721824
1.81011,0.800806,0.79073
1.93881,0.886615,1.0005
2.06045,0.923817,1.01452
2.11371,0.923622,0.951749
2.29983,1.01501,1.12688
2.63664,1.15255,1.33701
2.98452,1.25718,1.39713
3.38473,1.38319,1.50055
3.48895,1.34363,1.23393
3.62203,1.39019,1.28731
3.90533,1.50207,1.46211
4.1039,1.53274,1.40725
4.03103,1.44898,1.16616
3.94552,1.42519,1.15003
3.89861,1.42232,1.17507
3.78885,1.37699,1.10369
3.71308,1.36511,1.12078
3.80429,1.43067,1.27947
3.98043,1.49724,1.37706
4.47095,1.69786,1.71699
5.16418,1.90946,1.95104
5.75953,2.01612,1.89577
6.03667,2.00135,1.66834
5.97386,1.90867,1.43039
5.72393,1.81087,1.28495
5.33159,1.68705,1.13486
4.79779,1.52427,0.954826
4.34985,1.43656,0.938428
3.96707,1.35421,0.917685
3.89689,1.41629,1.15609
3.63002,1.29339,0.946048
3.4791,1.28156,1.01667
3.3865,1.27029,1.05075
3.23812,1.21383,0.975045
3.07429,1.16228,0.930557
2.96198,1.14258,0.95539
2.85324,1.11114,0.937814
2.6979,1.05177,0.8632
2.6948,1.09036,1.00754
2.44693,0.946013,0.719167
2.39042,0.983368,0.89636
2.41097,1.00925,0.97702
2.32878,0.956361,0.85626
2.19679,0.900033,0.77618
2.13664,0.901422,0.838483
2.13712,0.917613,0.901556
2.25447,0.984341,1.04688
2.32526,0.995072,1.01166
2.24611,0.930745,0.841271
2.20681,0.929355,0.874628
2.11157,0.882715,0.794457
2.06848,0.883867,0.841173
1.97402,0.837473,0.762784
1.97586,0.866092,0.869901
2.12869,0.953242,1.06145
2.14069,0.92157,0.913683
2.18593,0.944692,0.958065
2.26905,0.980499,1.01372
2.26109,0.954749,0.917769
2.55494,1.11828,1.28048
2.84348,1.20294,1.31833
3.04056,1.23976,1.25769
3.06029,1.20404,1.09351
3.24083,1.29484,1.27443
3.2708,1.26697,1.13796
3.35843,1.30627,1.2065
3.41658,1.31533,1.18827
3.44451,1.31597,1.16589
3.45553,1.31504,1.15289
3.62877,1.40199,1.32577
3.72792,1.4104,1.27079
3.85503,1.45205,1.31592
3.93154,1.46005,1.28174
3.94953,1.45102,1.23514
3.81254,1.37626,1.08354
4.3199,1.66541,1.72113
4.92338,1.82917,1.84674
5.33949,1.88044,1.71334
5.8202,2.01297,1.83468
5.78617,1.86917,1.40356
6.02449,2.00624,1.69271
6.48417,2.15346,1.89186
6.97816,2.2543,1.94218
6.86575,2.06385,1.46394
7.16589,2.25598,1.87345
6.94,2.04951,1.40755
6.23286,1.78979,1.06115
5.60382,1.68359,1.02943
4.96063,1.53301,0.911729
4.62353,1.53498,1.06634
4.34001,1.47785,1.05915
4.22932,1.49382,1.17686
4.12654,1.46863,1.16491
3.79076,1.31918,0.920127
3.46973,1.23428,0.87273
3.1162,1.12295,0.774269
3.25967,1.29104,1.24157
3.40238,1.3312,1.26262
3.20446,1.19112,0.923096
3.16379,1.21962,1.05752
3.12802,1.21051,1.05571
2.86348,1.07211,0.798104
2.6544,1.02394,0.803458
2.49725,0.989403,0.819016
2.44351,1.00038,0.909287
2.65904,1.13198,1.2171
2.70318,1.10446,1.05479
2.81692,1.15549,1.14249
2.9636,1.20647,1.19836
2.99867,1.18999,1.09784
3.1344,1.25374,1.21558
3.13474,1.22104,1.08878
3.1276,1.21743,1.08168
3.12532,1.21797,1.08576
2.9036,1.09619,0.844742
2.75851,1.07311,0.884996
2.63219,1.03948,0.877049
2.72481,1.12283,1.10606
2.80031,1.14133,1.10251
2.80334,1.12453,1.03344
2.80799,1.12635,1.03593
2.87473,1.16141,1.10709
2.77015,1.08725,0.925335
2.66652,1.05599,0.905672
2.63495,1.06502,0.968698
2.57512,1.0394,0.92953
2.77092,1.16103,1.21539
2.8318,1.14698,1.09354
2.91834,1.17901,1.13338
2.89557,1.14556,1.02572
2.86631,1.1353,1.01451
2.77464,1.09194,0.938456
2.84186,1.15175,1.10182
3.01056,1.22547,1.22719
3.31654,1.34459,1.40339
3.25178,1.23768,1.04626
3.08541,1.16487,0.930383
2.89504,1.10211,0.871294
2.79122,1.09381,0.930116
2.74165,1.09281,0.971875
2.61501,1.03401,0.873204
2.50914,1.00689,0.871281
2.42408,0.985885,0.873973
2.52442,1.06393,1.07851
2.48442,1.01654,0.930897
2.39487,0.975352,0.863143
2.18366,0.870997,0.690576
1.97846,0.80588,0.646805
1.78535,0.743153,0.607747
1.7762,0.798817,0.819313
1.82733,0.83014,0.890867
2.06083,0.950809,1.13631
2.40168,1.08173,1.30635
2.70428,1.16443,1.31206
2.68506,1.08328,0.989808
2.72401,1.10962,1.05368
2.77512,1.12794,1.07459
2.72435,1.08728,0.967417
2.63005,1.04725,0.907246
2.55823,1.0311,0.914501
2.47813,1.00405,0.890027
2.46195,1.01574,0.950157
2.4979,1.04001,1.00901
2.66305,1.12154,1.16726
2.96328,1.24152,1.34787
3.18658,1.28767,1.30424
3.20351,1.24444,1.11439
3.30294,1.29342,1.20863
3.11272,1.16658,0.913279
3.0037,1.15573,0.966238
3.04991,1.20793,1.1178
3.05181,1.19759,1.07663
2.91463,1.12207,0.923523
2.72268,1.04938,0.834204
2.60184,1.03169,0.876033
2.51988,1.0166,0.896858
2.44658,0.996031,0.890258
2.46391,1.02487,0.984013
2.60137,1.09633,1.12913
2.50928,1.01063,0.884778
2.31293,0.918554,0.737929
2.19523,0.904621,0.792263
2.15459,0.912437,0.862607
2.14526,0.917549,0.892679
2.03646,0.853672,0.761746
2.27846,1.02109,1.18322
2.54424,1.10846,1.25012
2.68311,1.12099,1.1444
3.04921,1.28146,1.42523
3.11377,1.22915,1.14159
3.14857,1.23363,1.12353
3.11601,1.20775,1.0562
2.86668,1.07736,0.812373
2.82633,1.12053,0.996238
2.75844,1.09319,0.957743
2.56367,0.999168,0.797187
2.4415,0.981553,0.841256
2.40135,0.99072,0.914223
2.26478,0.920568,0.786911
2.12073,0.871995,0.74642
1.96565,0.81694,0.696548
1.87624,0.807973,0.748641
1.84256,0.812282,0.801011
1.98866,0.906941,1.02893
2.11486,0.94233,1.02985
2.15819,0.93531,0.950262
2.22977,0.965235,0.994152
2.18338,0.919581,0.861398
2.21515,0.950602,0.95014
2.21887,0.9444,0.921215
2.18078,0.921087,0.86969
2.12591,0.89889,0.840423
2.26022,0.990255,1.06605
2.53014,1.10535,1.25197
2.69371,1.12994,1.17068
2.87623,1.18902,1.219
2.94006,1.17967,1.11487
2.84542,1.11245,0.949231
2.93356,1.18392,1.13757
2.78062,1.0777,0.882223
2.77222,1.11236,1.0168
2.82013,1.14061,1.0795
2.76795,1.10007,0.974388
2.61866,1.02899,0.85237
2.53644,1.0217,0.900008
2.57608,1.06491,1.02733
2.3785,0.939233,0.752071
2.27305,0.932986,0.821947
2.26703,0.957383,0.921759
2.31063,0.983687,0.980936
2.15518,0.878669,0.740845
2.00679,0.833172,0.714659
1.97952,0.859763,0.84029
2.0326,0.897674,0.935974
2.0774,0.909796,0.935445
2.11066,0.917499,0.929993
2.31699,1.02509,1.15107
2.2692,0.946977,0.879068
2.12926,0.875234,0.751431
2.07875,0.88547,0.836359
2.20072,0.968563,1.04221
2.41622,1.05797,1.1773
2.65955,1.1383,1.24524
2.82507,1.16963,1.1939
2.97816,1.21207,1.20662
3.16213,1.27263,1.26482
3.03778,1.16167,0.957202
3.05418,1.20192,1.09076
3.02275,1.1809,1.04079
3.00133,1.17715,1.04635
2.96418,1.1623,1.02504
2.90176,1.13748,0.990085
3.07352,1.24464,1.24026
3.22878,1.28489,1.24763
3.52687,1.40195,1.42487
3.61297,1.37469,1.23874
3.7154,1.40852,1.27395
3.56296,1.30395,1.02679
3.48666,1.30252,1.08238
3.77931,1.47139,1.45653
3.92168,1.47123,1.33264
4.85302,1.89642,2.16233
5.0479,1.74114,1.44887
5.6498,2.01215,1.94118
5.71887,1.87608,1.4584
5.52321,1.78037,1.29221
4.98736,1.56804,0.978682
4.373,1.39634,0.825771
