k,c,z
3.94576,1.42917,1.16281
4.0233,1.48596,1.30021
3.92536,1.41587,1.13278
3.66988,1.3074,0.963003
3.57772,1.32389,1.08431
3.45089,1.27974,1.03212
3.38498,1.27653,1.07387
3.09275,1.13318,0.821835
2.9826,1.14918,0.960683
2.79966,1.07531,0.858632
2.70997,1.07292,0.92749
2.80024,1.1449,1.11685
2.85295,1.15147,1.08972
2.75605,1.08498,0.929822
2.84651,1.15872,1.12498
2.80112,1.11175,0.986995
2.60937,1.01431,0.810105
2.55486,1.03468,0.930806
2.35133,0.928683,0.739764
2.15808,0.869917,0.705049
2.09946,0.890334,0.833299
2.00776,0.849671,0.774183
1.87631,0.793369,0.698282
1.86946,0.829294,0.83883
1.83562,0.808995,0.796611
1.85043,0.828082,0.855762
1.95386,0.885026,0.974645
2.15806,0.974783,1.12125
2.32174,1.01651,1.10749
2.52302,1.08739,1.1805
2.77226,1.17343,1.26865
3.10995,1.29206,1.40493
3.79664,1.56042,1.82616
4.38631,1.68522,1.77274
4.84223,1.77278,1.70235
5.52406,1.99387,1.97682
6.19114,2.12908,1.99327
6.71669,2.20385,1.92338
7.31848,2.34832,2.05564
8.04894,2.51125,2.19929
8.24325,2.37946,1.78262
8.30447,2.37645,1.79572
8.57348,2.48153,1.96791
8.73531,2.46422,1.87503
8.86058,2.47758,1.8864
8.70946,2.36832,1.68249
8.48598,2.32236,1.65028
8.2512,2.28377,1.61782
8.19272,2.32949,1.73055
7.76103,2.14091,1.4109
6.85921,1.85161,1.04444
5.94892,1.67549,0.917038
5.105,1.5092,0.810814
4.51419,1.43845,0.863895
3.86079,1.24887,0.699257
3.20558,1.05632,0.55292
2.87758,1.06042,0.740311
2.50074,0.923424,0.610436
2.29162,0.911053,0.723641
2.10085,0.851796,0.693616
1.97692,0.831477,0.735403
1.88643,0.810458,0.748453
1.77566,0.765715,0.695995
1.60113,0.677754,0.564329
1.42806,0.619584,0.521846
1.33746,0.624002,0.616216
1.29493,0.620848,0.654449
1.35658,0.675146,0.802745
1.69887,0.858923,1.19855
1.95503,0.922237,1.144
2.25422,1.0267,1.23941
2.71249,1.2013,1.47303
3.10231,1.29892,1.45297
3.46008,1.39417,1.46819
3.74077,1.45425,1.43216
3.99941,1.5196,1.44788
4.37621,1.64576,1.6009
4.45053,1.58961,1.33926
4.25883,1.4792,1.109
3.99943,1.3954,1.01884
3.77111,1.34227,1.00432
3.56669,1.29227,0.987384
3.38832,1.24897,0.976877
3.17491,1.1786,0.906419
3.14262,1.21556,1.0613
3.1516,1.22835,1.10071
3.24187,1.27385,1.19044
3.21171,1.23579,1.07453
3.08815,1.17675,0.969021
3.03018,1.17648,1.01791
2.87792,1.10712,0.90261
2.91695,1.16713,1.08793
3.0189,1.21221,1.1649
3.19116,1.27844,1.25855
3.16493,1.22308,1.06913
3.30612,1.3043,1.24793
3.34759,1.29166,1.1614
3.41493,1.31727,1.19689
3.46977,1.3295,1.19396
3.14148,1.13772,0.799939
2.83493,1.05181,0.753797
2.80564,1.11705,1.00259
2.67066,1.04888,0.876775
2.62639,1.05917,0.954727
2.99314,1.26547,1.41831
3.0819,1.22573,1.15938
3.07841,1.20394,1.07604
3.04474,1.18679,1.04273
3.14935,1.25077,1.18894
3.06878,1.18193,1.00348
2.80081,1.05191,0.781538
2.72617,1.08176,0.944745
2.6047,1.03223,0.876007
2.70968,1.12124,1.11556
3.0977,1.30054,1.45364
3.01339,1.16398,0.985976
2.95511,1.15433,1.00385
2.70218,1.02572,0.773502
2.35399,0.882553,0.598112
2.11964,0.847114,0.656677
1.96848,0.821018,0.705064
1.96062,0.85892,0.85751
2.21775,1.00577,1.18856
2.57562,1.1385,1.34995
2.77732,1.16318,1.22164
2.97069,1.21912,1.24417
3.03136,1.20554,1.12704
2.84929,1.09064,0.869357
2.64013,1.0192,0.800382
2.5752,1.03825,0.92468
2.55103,1.0412,0.95966
2.42598,0.975394,0.834566
2.31182,0.942475,0.820838
2.14179,0.87063,0.723657
2.02903,0.851728,0.759138
1.92215,0.817163,0.738293
1.86011,0.810048,0.77374
1.75036,0.756598,0.688982
1.8419,0.846176,0.942777
1.92587,0.870798,0.946705
2.07251,0.933828,1.04389
2.0234,0.866665,0.822623
2.01101,0.873363,0.860959
2.19237,0.980181,1.10342
2.22651,0.954761,0.954657
2.14478,0.897204,0.815819
2.03499,0.853508,0.761555
1.96996,0.84559,0.795811
1.91053,0.827057,0.787015
1.94595,0.865128,0.899607
1.9219,0.84035,0.826943
1.91926,0.845866,0.851145
2.00478,0.896971,0.965318
2.01111,0.878043,0.879825
2.06653,0.909127,0.944986
2.10362,0.916219,0.932569
2.07344,0.888446,0.854437
2.06371,0.891114,0.874877
2.05706,0.889707,0.876488
2.29797,1.02713,1.18447
2.40815,1.03049,1.06789
2.53418,1.07311,1.10602
2.74331,1.1558,1.22418
2.81485,1.14448,1.10086
2.6971,1.06162,0.898409
2.4405,0.941473,0.709308
2.31516,0.941242,0.81154
2.22769,0.923039,0.829673
2.16961,0.912338,0.84715
2.26035,0.979689,1.0205
2.34484,1.00458,1.02944
2.54342,1.09305,1.18105
2.74779,1.15585,1.22009
2.94562,1.2128,1.24461
2.91853,1.1511,1.02514
2.7065,1.03876,0.812189
2.61786,1.04516,0.9102
2.83499,1.185,1.24664
2.91229,1.17463,1.12282
3.25572,1.33621,1.43172
3.62436,1.44274,1.50015
3.85906,1.4752,1.40471
3.69832,1.3381,1.03849
3.58549,1.32084,1.06795
3.4129,1.25738,0.986127
3.51989,1.35645,1.25021
3.6994,1.42227,1.34029
3.60588,1.33012,1.08257
3.77052,1.43911,1.33969
3.91817,1.47318,1.34124
3.82665,1.39067,1.12065
3.89638,1.45036,1.27483
3.73209,1.34735,1.046
3.45615,1.24255,0.907351
3.30116,1.23017,0.980686
3.17738,1.20264,0.985588
2.92753,1.09558,0.824751
2.85316,1.11994,0.96936
2.75542,1.08456,0.928976
2.83206,1.1511,1.10916
3.00097,1.2227,1.22585
3.11992,1.24516,1.19656
3.17379,1.24532,1.14489
3.36968,1.33491,1.30803
3.36797,1.28662,1.12465
3.35767,1.28242,1.118
3.18628,1.1929,0.944792
2.99291,1.13049,0.888261
2.92513,1.14303,0.989263
2.90576,1.14948,1.03103
3.04823,1.23042,1.2083
3.53422,1.44632,1.60502
3.8572,1.4926,1.48037
3.76142,1.37051,1.10043
3.59941,1.31216,1.02827
3.60881,1.35759,1.17761
3.46912,1.28141,1.02322
3.15083,1.14303,0.811766
3.07822,1.18668,1.01243
2.98495,1.15425,0.977239
2.87254,1.11596,0.938185
2.66257,1.02577,0.804566
2.44192,0.953638,0.744973
2.22201,0.882716,0.693366
2.02235,0.822873,0.664662
1.96439,0.846849,0.805149
2.02578,0.897716,0.944064
2.0314,0.884501,0.883572
2.11624,0.932541,0.986348
2.21873,0.969431,1.02438
2.2991,0.989253,1.01656
2.31337,0.977054,0.951245
2.45178,1.0508,1.1041
2.55454,1.07373,1.08626
2.2752,0.878248,0.644024
2.11575,0.867802,0.732574
2.02422,0.856223,0.780565
2.06493,0.905099,0.930184
2.13375,0.934047,0.972485
2.18224,0.944302,0.960531
2.29564,0.99629,1.0502
2.2616,0.94802,0.891059
2.49385,1.08562,1.20747
2.87459,1.23305,1.41554
3.02415,1.22319,1.20825
3.14405,1.25243,1.20148
3.36347,1.33832,1.32852
3.34073,1.27369,1.10081
3.02935,1.10899,0.792049
2.6812,0.991275,0.681574
2.40852,0.92861,0.687472
2.15658,0.851372,0.644764
1.96085,0.804384,0.654739
1.89181,0.819839,0.776723
1.91374,0.851046,0.878099
1.96829,0.877094,0.923779
2.09399,0.935568,1.02552
2.37002,1.05759,1.23291
2.48979,1.05785,1.09229
2.50315,1.03598,0.987543
2.52043,1.04228,0.994676
2.55213,1.05562,1.01497
2.39169,0.95443,0.791894
2.35,0.974331,0.902503
2.68714,1.16792,1.34473
3.15235,1.33153,1.53583
3.65916,1.48087,1.63303
3.74377,1.4064,1.24721
3.96285,1.50297,1.41338
4.09126,1.5136,1.34638
3.92497,1.39822,1.07433
3.87131,1.41355,1.16588
3.80135,1.39034,1.13948
3.61757,1.31153,1.01274
3.44957,1.26892,0.996907
3.4572,1.31499,1.15119
3.33618,1.24872,1.0161
3.25129,1.23377,1.03356
3.11843,1.1832,0.966501
3.16041,1.23894,1.13263
2.95907,1.11835,0.874032
3.05626,1.22189,1.16642
3.15466,1.25056,1.18341
3.276,1.2907,1.22401
3.66904,1.46313,1.53327
3.78987,1.42939,1.29128
3.63624,1.32376,1.03799
3.49616,1.2891,1.02903
3.49814,1.32505,1.15294
3.36632,1.25452,1.01206
3.32441,1.26535,1.08465
3.26977,1.24657,1.06355
3.02401,1.12558,0.84813
2.77769,1.05127,0.795793
2.5214,0.968501,0.729229
2.34268,0.934789,0.764
2.29586,0.956006,0.886398
2.15343,0.882447,0.754627
2.06472,0.870141,0.792476
2.25389,1.00127,1.12299
2.36958,1.01989,1.06632
2.2573,0.925094,0.809927
2.09768,0.859245,0.723803
2.02744,0.86346,0.804417
1.93509,0.825388,0.756319
1.95636,0.864956,0.887037
1.88324,0.812933,0.763065
1.76344,0.758013,0.681259
1.77952,0.805905,0.845166
2.05367,0.957875,1.17989
2.32386,1.04176,1.21991
2.6606,1.1594,1.34052
2.63811,1.06825,0.977909
2.90071,1.21493,1.3017
3.35817,1.38941,1.55437
3.73146,1.47092,1.51386
3.94076,1.49098,1.39222
3.7976,1.36951,1.07041
3.69086,1.35135,1.09103
3.46287,1.25708,0.948244
3.41645,1.29024,1.0964
3.26943,1.22313,0.981772
3.04931,1.14001,0.875858
3.09781,1.2223,1.12777
3.07103,1.19611,1.0535
2.93841,1.13033,0.932376
2.9031,1.1447,1.01554
3.00894,1.21029,1.16708
2.98343,1.17075,1.03883
2.99533,1.18361,1.07628
2.8977,1.12728,0.956595
2.78551,1.08988,0.921335
2.5232,0.966402,0.723681
2.52995,1.04261,0.98645
2.46021,1.00115,0.896479
2.39121,0.979805,0.883017
2.37542,0.988866,0.933337
2.39211,1.00237,0.969348
2.43489,1.02224,1.00393
2.45992,1.02555,0.990844
2.37426,0.969847,0.862556
2.12869,0.840004,0.639219
1.94813,0.805182,0.668381
1.93467,0.849247,0.84691
1.85061,0.798754,0.743206
1.83786,0.816706,0.82357
1.91012,0.862909,0.931921
1.88143,0.825373,0.811916
1.87732,0.831661,0.840345
2.0126,0.911933,1.0211
1.98815,0.861993,0.84122
2.14387,0.958751,1.06755
2.32382,1.02103,1.12464
2.53851,1.09519,1.19677
2.65127,1.10537,1.11315
2.78477,1.15052,1.15628
2.84059,1.1485,1.09043
2.84374,1.13662,1.04091
2.86398,1.14689,1.06086
2.87276,1.14666,1.05154
2.83251,1.12245,0.997869
2.7549,1.08961,0.94786
2.64849,1.04972,0.899389
2.74285,1.12869,1.1109
2.94542,1.21423,1.24964
2.95897,1.17297,1.07036
3.00035,1.19225,1.10469
2.97194,1.16673,1.0344
2.86577,1.11555,0.942631
3.005,1.21701,1.19818
2.99526,1.17805,1.05537
3.00156,1.18405,1.07212
2.95979,1.15984,1.01991
3.04116,1.21385,1.14931
3.38737,1.37424,1.45232
3.74071,1.47099,1.50001
3.78417,1.41011,1.22353
3.64824,1.33186,1.05677
3.36061,1.21229,0.879254
3.09126,1.13909,0.840913
2.90046,1.1037,0.871587
2.81192,1.10398,0.948438
2.85919,1.15207,1.08574
3.0682,1.25166,1.27499
3.39095,1.3691,1.42907
3.44369,1.31984,1.18267
3.52849,1.35312,1.23036
3.66813,1.40446,1.30018
3.552,1.3099,1.05522
3.75829,1.44564,1.37539
3.67116,1.3493,1.09767
3.51144,1.28831,1.01464
3.54873,1.34774,1.19247
3.58478,1.35697,1.19566
3.74669,1.43146,1.3324
3.97654,1.50825,1.42258
4.04925,1.48905,1.29174
4.10349,1.5005,1.2891
3.9085,1.387,1.05029
3.7352,1.34663,1.04306
3.54319,1.28893,0.993433
3.40558,1.2643,1.01505
3.11187,1.13839,0.824674
3.19664,1.25936,1.17746
3.25259,1.26848,1.16
3.25361,1.25552,1.11027
3.11322,1.17972,0.958492
2.93736,1.11863,0.892966
2.78372,1.07842,0.88228
2.74328,1.09562,0.980818
2.68098,1.07115,0.948029
2.7073,1.10147,1.0384
2.94309,1.2213,1.28181
3.10327,1.24968,1.23238
3.1786,1.25169,1.16518
3.09191,1.18716,1.00236
3.00509,1.16182,0.9869
2.8836,1.1169,0.931967
2.7477,1.07219,0.891598
2.48401,0.953452,0.713036
2.47393,1.02118,0.959181
2.50907,1.04325,1.01031
2.25548,0.88025,0.664766
2.10396,0.865922,0.73749
2.16091,0.940025,0.967236
2.10753,0.893053,0.837237
2.08162,0.892612,0.861715
2.02299,0.864165,0.813111
1.87938,0.789618,0.68386
1.71652,0.727951,0.620474
1.70672,0.775225,0.802161
1.7608,0.808941,0.88005
1.92812,0.892509,1.03977
2.29068,1.0523,1.31249
2.36919,1.01068,1.02931
2.3646,0.988296,0.942286
2.5554,1.09488,1.17515
2.77506,1.16753,1.2396
3.17167,1.32318,1.47137
3.63022,1.46361,1.58523
3.8409,1.46301,1.37655
4.14337,1.56888,1.5082
3.87405,1.35682,0.973111
3.63652,1.30301,0.972592
3.41689,1.24633,0.947073
3.29993,1.23955,1.0139
3.23817,1.2358,1.05185
3.29195,1.27947,1.16533
3.23997,1.23856,1.06007
3.3959,1.33322,1.27551
3.29304,1.24067,1.02243
3.40153,1.32363,1.23298
3.5614,1.37973,1.30247
3.41315,1.26309,1.00335
3.31762,1.25003,1.03599
3.14725,1.18187,0.938712
2.9576,1.12099,0.884529
2.74951,1.05322,0.824884
2.50712,0.967869,0.739087
2.2853,0.903161,0.70719
2.04983,0.819648,0.632596
1.90082,0.799318,0.691378
1.90506,0.84409,0.859134
1.98026,0.886385,0.949032
1.91919,0.82845,0.784761
1.80843,0.776434,0.703342
1.80611,0.80946,0.829477
1.81515,0.814494,0.840476
1.67331,0.714524,0.622231
1.59526,0.716609,0.694214
1.51649,0.68583,0.664895
1.48702,0.692906,0.721364
1.42704,0.658873,0.659733
1.52319,0.741716,0.882763
1.6525,0.792383,0.941592
1.78583,0.837547,0.973212
2.00593,0.930155,1.11161
2.29963,1.03967,1.24059
2.41507,1.03383,1.0748
2.66419,1.14125,1.25178
3.03034,1.27534,1.42215
3.059,1.20485,1.09915
3.41291,1.3834,1.46346
3.55072,1.36915,1.27495
3.87389,1.50288,1.49443
3.84205,1.40762,1.16717
3.77822,1.3856,1.14085
3.97391,1.50116,1.39617
4.04732,1.48909,1.29323
4.1793,1.53914,1.36664
4.30501,1.56938,1.37638
4.29945,1.53583,1.26477
4.32917,1.55344,1.30304
4.15125,1.45522,1.10406
4.00969,1.42837,1.11539
4.23028,1.57502,1.45437
4.33555,1.57091,1.359
4.63884,1.6972,1.57351
4.82389,1.71024,1.48411
4.95767,1.73244,1.46602
5.16446,1.80055,1.55407
5.01747,1.67435,1.24577
4.98908,1.70312,1.35415
5.07392,1.75067,1.45051
5.26661,1.82158,1.55689
5.24396,1.75934,1.37414
4.98124,1.63905,1.16739
4.56762,1.5004,0.999021
4.36492,1.50526,1.12611
4.17973,1.46183,1.10815
3.93807,1.38368,1.02225
3.66982,1.30414,0.953594
3.31791,1.18243,0.817774
3.23448,1.22911,1.03077
3.44011,1.35732,1.32819
3.56193,1.37014,1.26606
3.57329,1.34738,1.17061
3.62901,1.37402,1.2204
3.71507,1.40465,1.25977
3.62145,1.33491,1.08738
3.38453,1.23259,0.926102
3.3933,1.29725,1.1414
3.38044,1.28819,1.1194
3.17589,1.18121,0.913821
2.92372,1.09385,0.821733
2.70689,1.03789,0.807574
2.66236,1.07009,0.961365
2.61087,1.05254,0.944705
2.55026,1.03154,0.923803
2.60829,1.07927,1.0514
2.84472,1.19237,1.26725
3.11841,1.28017,1.34378
3.32113,1.32136,1.30452
3.46433,1.34822,1.27135
3.66453,1.41736,1.35355
3.65192,1.3625,1.1598
3.58774,1.33338,1.109
3.50461,1.30572,1.07907
3.20145,1.16211,0.834621
3.06589,1.16712,0.953476
2.81707,1.06238,0.802292
2.5058,0.946241,0.673305
2.36608,0.953727,0.80861
2.34635,0.978859,0.923881
2.18655,0.887916,0.744282
2.13048,0.900769,0.841979
2.07025,0.879365,0.822523
2.07355,0.897922,0.891326
2.05982,0.888632,0.869348
2.03769,0.879192,0.855681
1.87134,0.777828,0.653777
1.94427,0.874915,0.943736
2.05271,0.918062,0.99888
2.30546,1.03226,1.19792
2.61793,1.14123,1.30931
3.07505,1.30772,1.51835
3.62633,1.48178,1.67297
3.8804,1.48142,1.41643
4.0619,1.5184,1.3885
4.09822,1.49363,1.26935
3.90956,1.38903,1.05631
3.75677,1.35773,1.06378
3.72237,1.37798,1.15801
3.47674,1.25628,0.935256
3.33716,1.24439,1.00081
3.33026,1.27564,1.11695
3.37278,1.29956,1.16804
3.61666,1.41503,1.38828
3.82343,1.46092,1.37887
4.35306,1.67608,1.73882
5.15432,1.93106,2.04588
5.39686,1.84131,1.54553
5.34325,1.77466,1.36506
5.34502,1.79313,1.42232
4.70059,1.46805,0.845553
4.33616,1.45527,0.995683
4.12647,1.44186,1.08086
3.87311,1.36329,1.00181
3.56482,1.26442,0.901613
3.35414,1.23084,0.942544
3.23866,1.22239,1.00407
3.0638,1.15631,0.918734
3.0484,1.19239,1.06021
2.91929,1.12556,0.931849
2.83499,1.11199,0.956995
2.92872,1.18384,1.14211
2.93551,1.16466,1.06061
2.96454,1.17875,1.0869
3.15319,1.27156,1.26862
3.21642,1.25946,1.15966
3.35145,1.31545,1.2487
3.43776,1.32777,1.21646
3.48364,1.33112,1.18785
3.5209,1.33956,1.18657
3.45896,1.29802,1.08875
3.35219,1.25696,1.032
3.20113,1.20249,0.965868
3.18495,1.23181,1.08358
3.1011,1.19063,1.00714
3.1292,1.22657,1.11456
3.06004,1.18234,1.01282
2.87091,1.09516,0.867604
2.9738,1.19915,1.15816
2.97941,1.17725,1.06716
3.0237,1.19979,1.11144
2.91402,1.12903,0.948495
2.70588,1.03968,0.815637
2.75754,1.12266,1.07179
2.55151,0.992162,0.783765
2.36939,0.941868,0.766191
2.30463,0.954009,0.869945
2.24537,0.936207,0.86204
2.20339,0.927466,0.870934
2.14509,0.90416,0.84107
2.0841,0.883688,0.82487
2.01118,0.856396,0.795508
2.06961,0.9111,0.949877
2.1193,0.924513,0.949165
1.98644,0.828906,0.722242
1.91107,0.823447,0.771723
1.92447,0.85231,0.871165
2.01906,0.903839,0.977791
2.24757,1.0086,1.1626
2.20902,0.930278,0.875914
2.06618,0.853254,0.732701
2.0368,0.877738,0.850116
1.9711,0.844986,0.793417
1.87886,0.806502,0.742647
1.99141,0.899692,0.993911
1.97748,0.861411,0.850246
2.2098,0.997565,1.16078
2.48085,1.09037,1.24559
2.86775,1.23213,1.42072
3.14838,1.28885,1.35282
3.19474,1.24867,1.13915
3.15554,1.21752,1.05702
2.891,1.08047,0.803957
2.81771,1.10962,0.963569
2.72875,1.07876,0.932002
2.78141,1.13019,1.07719
2.65398,1.04583,0.88048
2.53874,1.01357,0.868339
2.54779,1.04864,0.99182
2.85012,1.20894,1.33358
2.83097,1.12691,1.01619
2.77367,1.10049,0.970687
2.86347,1.16362,1.12728
2.74148,1.07403,0.903273
2.49796,0.964107,0.735668
2.35094,0.946397,0.79739
2.28396,0.946713,0.863012
2.25522,0.947561,0.895592
2.38974,1.03068,1.08926
2.61597,1.12143,1.22098
2.76128,1.14602,1.16376
2.74941,1.10462,1.00917
2.63939,1.04596,0.894096
2.54195,1.01931,0.886271
2.42678,0.978518,0.844659
2.42089,1.00566,0.9525
2.39693,0.993417,0.929259
2.38852,0.994825,0.943273
2.4396,1.02578,1.01324
2.5368,1.067,1.07746
2.47851,1.00993,0.911617
2.57011,1.0758,1.07786
2.62026,1.08097,1.0458
2.66961,1.09575,1.05397
2.52859,1.00326,0.841158
2.40724,0.970796,0.834498
2.30277,0.942279,0.828641
2.34057,0.991689,0.981238
2.25527,0.93198,0.836983
2.13572,0.883788,0.774973
1.93777,0.791707,0.639652
1.82801,0.786585,0.716497
1.73748,0.75975,0.711036
1.72195,0.777368,0.79455
1.74564,0.795573,0.842102
1.83163,0.840666,0.930498
2.0323,0.93399,1.09522
2.09755,0.921576,0.96159
2.21266,0.970621,1.03654
2.35458,1.02157,1.09048
2.3213,0.967221,0.904453
2.18114,0.892192,0.763545
2.29262,0.994868,1.04873
2.17199,0.894832,0.781448
2.07864,0.873123,0.790197
2.14956,0.939813,0.979045
2.30355,1.00856,1.0939
2.65817,1.16306,1.35842
2.71159,1.10885,1.06491
2.72278,1.10239,1.02659
2.64123,1.05402,0.921718
2.55114,1.02408,0.895282
2.41123,0.966694,0.816777
2.24141,0.903702,0.748278
2.09688,0.864426,0.740964
2.14547,0.933008,0.955341
2.2911,1.00266,1.08296
2.30925,0.976785,0.954532
2.49824,1.07701,1.16375
2.58055,1.07667,1.07052
2.7802,1.16469,1.22069
2.92907,1.19657,1.19453
3.25377,1.3311,1.41291
3.20769,1.22962,1.05538
3.1625,1.21814,1.05327
3.11829,1.20559,1.04631
3.19677,1.25819,1.17238
2.99125,1.12682,0.876411
2.77218,1.05713,0.819581
2.55798,0.992289,0.777526
2.405,0.96161,0.803078
2.22111,0.892881,0.729129
2.03598,0.831513,0.682716
1.80586,0.733378,0.565397
1.76535,0.78719,0.783757
1.75005,0.786027,0.798675
1.79674,0.818928,0.879668
1.96862,0.906683,1.0524
2.18901,0.988328,1.14401
2.48867,1.09925,1.27644
2.43891,1.00021,0.912787
2.37726,0.977345,0.887412
2.28437,0.939393,0.835994
2.18916,0.908283,0.812782
2.13511,0.902379,0.844001
2.22534,0.968545,1.01338
2.22121,0.943064,0.913475
2.25926,0.966107,0.96515
2.29431,0.976369,0.968835
2.31791,0.980878,0.96173
2.17471,0.888945,0.758497
1.98,0.808245,0.656016
1.75785,0.720149,0.56182
1.55943,0.660856,0.536393
1.60497,0.757355,0.848643
1.7233,0.813232,0.944419
2.06044,0.974323,1.24944
2.2222,0.984847,1.08897
2.34751,1.01536,1.07214
2.54399,1.09271,1.17904
2.60964,1.08146,1.05921
2.50408,1.00528,0.870425
2.51527,1.03918,0.987757
2.31216,0.915851,0.730571
2.21035,0.914032,0.812162
2.06339,0.851667,0.728672
2.14304,0.940029,0.987916
2.05974,0.86874,0.79422
2.23873,0.994136,1.1096
2.483,1.08505,1.2181
2.80085,1.19721,1.34168
3.00087,1.22869,1.25427
3.13987,1.25547,1.21833
3.23374,1.27197,1.19145
3.22268,1.24363,1.09371
3.11758,1.19003,0.990975
2.99405,1.14916,0.951396
2.80492,1.07523,0.854022
2.65238,1.03869,0.856299
2.68115,1.09413,1.03594
2.71773,1.10715,1.05025
2.87315,1.18203,1.19235
3.23656,1.33484,1.44802
3.48795,1.37811,1.37145
3.88599,1.52199,1.56238
4.16811,1.56705,1.48464
4.62037,1.72514,1.69519
4.79872,1.69886,1.46481
4.67378,1.59881,1.21924
4.40287,1.49653,1.0759
4.32312,1.52577,1.21664
4.28346,1.52492,1.24034
4.08333,1.43227,1.07727
3.76283,1.31577,0.92845
3.65922,1.34346,1.08829
3.56415,1.31933,1.07918
3.54804,1.33446,1.14505
3.5641,1.3466,1.17534
3.47896,1.29788,1.0721
3.43714,1.29717,1.10389
3.49612,1.3382,1.20293
3.51886,1.33541,1.17311
3.69799,1.42232,1.34105
3.94106,1.50172,1.42925
4.01852,1.48197,1.29104
4.2609,1.58677,1.47368
4.39949,1.59496,1.39513
4.42528,1.57544,1.3084
4.58711,1.65086,1.44865
4.7492,1.68911,1.46382
4.99431,1.76913,1.564
5.39753,1.90153,1.73745
5.36562,1.77951,1.36355
5.13221,1.6825,1.21322
4.60374,1.47792,0.9219
4.13734,1.37651,0.886218
3.77596,1.30837,0.89825
3.40662,1.20311,0.820955
3.10582,1.13481,0.816219
2.82506,1.05613,0.77476
2.69626,1.05863,0.887533
2.69344,1.09003,1.00759
2.74159,1.11717,1.06576
2.78218,1.12748,1.06569
2.89991,1.18104,1.16027
3.24401,1.33284,1.43054
3.45787,1.36139,1.33268
3.58457,1.37751,1.27376
3.55526,1.33244,1.13176
3.61138,1.36942,1.21847
3.71691,1.40981,1.27732
3.47941,1.25889,0.939965
3.33974,1.24511,1.00124
3.32779,1.2737,1.11199
3.40183,1.31535,1.20131
3.64991,1.42498,1.39641
3.67759,1.37881,1.19771
3.64263,1.35557,1.14278
3.78508,1.4376,1.32152
3.80727,1.4135,1.21553
4.29845,1.6552,1.70202
4.57224,1.66511,1.51784
4.40594,1.52062,1.14158
4.09528,1.40718,0.994897
4.04988,1.46327,1.20187
4.11847,1.50868,1.30605
4.58191,1.72125,1.70837
4.70937,1.66411,1.40934
4.44499,1.50707,1.07839
3.95939,1.32403,0.838984
3.61204,1.26699,0.877646
3.14554,1.09822,0.687899
2.76461,1.00882,0.671095
2.64097,1.04337,0.88109
2.50263,0.996002,0.838259
2.4232,0.987199,0.879502
2.57503,1.09165,1.13912
2.54111,1.03569,0.948207
2.43488,0.983403,0.855099
2.77834,1.19651,1.36438
2.83108,1.14424,1.08464
2.78128,1.10469,0.979173
2.67261,1.0565,0.902123
2.72973,1.11575,1.07231
2.76517,1.12112,1.05768
2.84677,1.15668,1.1165
2.69775,1.0535,0.86904
2.56694,1.01814,0.859198
2.46,0.99128,0.859941
2.40888,0.990165,0.904693
2.37467,0.983803,0.914518
2.43402,1.0261,1.02059
2.65378,1.13143,1.2205
2.80225,1.15897,1.17359
3.09972,1.28069,1.36488
3.52823,1.43029,1.54655
3.54102,1.33574,1.15743
3.4626,1.29504,1.07538
3.59321,1.38236,1.28261
3.52878,1.31641,1.09648
3.61245,1.37644,1.24343
3.93197,1.51806,1.4995
3.6524,1.29456,0.926915
3.49065,1.28201,1.00939
3.5101,1.33265,1.17039
3.3487,1.24195,0.983022
3.38581,1.30207,1.16576
3.44731,1.32494,1.19676
3.72138,1.45068,1.4303
4.01506,1.53192,1.48152
4.1722,1.5405,1.37939
4.57392,1.70365,1.65013
4.77596,1.7004,1.48596
4.99335,1.76162,1.53937
5.0857,1.75158,1.44527
4.8653,1.62127,1.17603
4.82972,1.66332,1.32742
4.48055,1.49474,1.02473
4.48888,1.59017,1.31393
4.20114,1.43983,1.0251
3.93347,1.37579,1.00146
3.74154,1.34362,1.02892
3.53101,1.28075,0.975754
3.33082,1.22696,0.947515
3.2858,1.25357,1.07509
3.369,1.30836,1.20459
3.2515,1.22535,1.00329
3.1645,1.20826,1.01605
2.85381,1.05581,0.755089
2.48988,0.923987,0.61968
2.20344,0.857628,0.623581
2.04214,0.843281,0.71363
2.02831,0.879305,0.865415
1.89881,0.800428,0.703851
1.83115,0.799125,0.761709
1.77677,0.783766,0.761074
1.77731,0.800014,0.824029
1.71596,0.759726,0.734957
1.77084,0.812976,0.885193
1.97445,0.916166,1.08833
2.2191,1.00338,1.17515
2.32123,1.00155,1.0438
2.58761,1.12205,1.25732
2.63045,1.08212,1.04045
